Tip;secao;Data;Loja;Valores
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;CENTRO;532739,78
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;CENTRO;181182,99
FATURAMENTO;HIGIENE;31/07/2016;CENTRO;504782,27
FATURAMENTO;HORT FRUT;31/07/2016;CENTRO;883821,15
FATURAMENTO;LEITE;31/07/2016;CENTRO;362534,96
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;CENTRO;504248,37
FATURAMENTO;OVOS;31/07/2016;CENTRO;80279,28
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;CENTRO;58827,6
FATURAMENTO;PADARIA PROPRIA;31/07/2016;CENTRO;191295,86
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;CENTRO;128364,11
FATURAMENTO;PAPELARIA;31/07/2016;CENTRO;4085,87
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;CENTRO;139773,47
FATURAMENTO;PET SHOP;31/07/2016;CENTRO;16259,1
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;CENTRO;165351,13
FATURAMENTO;VESTUARIO;31/07/2016;CENTRO;66714,31
FATURAMENTO;GERAL;31/07/2016;CENTRO;7933980,11
FATURAMENTO;AÇOUGUE;31/07/2016;GARAVELO;574321,48
FATURAMENTO;ALHO;31/07/2016;GARAVELO;126841,85
FATURAMENTO;ALIMENTOS DOCE;31/07/2016;GARAVELO;1151461,86
FATURAMENTO;ALIMENTOS SALGADO;31/07/2016;GARAVELO;826434,37
FATURAMENTO;AUTOS;31/07/2016;GARAVELO;5392,73
FATURAMENTO;BASICO;31/07/2016;GARAVELO;2440194,71
FATURAMENTO;BEBIDAS DEST E VINHO;31/07/2016;GARAVELO;15087,42
FATURAMENTO;BEBIDAS REFRIGERADAS;31/07/2016;GARAVELO;467261,97
FATURAMENTO;FRIOS;31/07/2016;GARAVELO;399520,28
FATURAMENTO;FRIOS ACHOCOLATADOS;31/07/2016;GARAVELO;29764,16
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;GARAVELO;709234,11
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;GARAVELO;214277,28
FATURAMENTO;HIGIENE;31/07/2016;GARAVELO;754324,22
FATURAMENTO;HORT FRUT;31/07/2016;GARAVELO;1024701,59
FATURAMENTO;LEITE;31/07/2016;GARAVELO;566804,39
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;GARAVELO;728952,47
FATURAMENTO;OVOS;31/07/2016;GARAVELO;95760,86
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;GARAVELO;54587,54
FATURAMENTO;PADARIA PROPRIA;31/07/2016;GARAVELO;195074,22
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;GARAVELO;216442,82
FATURAMENTO;PAPELARIA;31/07/2016;GARAVELO;5371,62
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;GARAVELO;220213,84
FATURAMENTO;PET SHOP;31/07/2016;GARAVELO;14201,74
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;GARAVELO;195534,92
FATURAMENTO;VESTUARIO;31/07/2016;GARAVELO;66977,17
FATURAMENTO;GERAL;31/07/2016;GARAVELO;11098739,62
FATURAMENTO;AÇOUGUE;31/07/2016;T7;552041,88
FATURAMENTO;ALHO;31/07/2016;T7;96595,57
FATURAMENTO;ALIMENTOS DOCE;31/07/2016;T7;686698,03
FATURAMENTO;ALIMENTOS SALGADO;31/07/2016;T7;521818,6
FATURAMENTO;AUTOS;31/07/2016;T7;2739,27
FATURAMENTO;BASICO;31/07/2016;T7;1162818,64
FATURAMENTO;BEBIDAS DEST E VINHO;31/07/2016;T7;34834,66
FATURAMENTO;BEBIDAS REFRIGERADAS;31/07/2016;T7;453955,99
FATURAMENTO;FRIOS;31/07/2016;T7;273394,99
FATURAMENTO;FRIOS ACHOCOLATADOS;31/07/2016;T7;23188,22
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;T7;576396,03
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;T7;152632,07
FATURAMENTO;HIGIENE;31/07/2016;T7;441496,87
FATURAMENTO;HORT FRUT;31/07/2016;T7;1039780,72
FATURAMENTO;LEITE;31/07/2016;T7;362381,78
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;T7;466752,04
FATURAMENTO;OVOS;31/07/2016;T7;84654,13
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;T7;91092,23
FATURAMENTO;PADARIA PROPRIA;31/07/2016;T7;177840,54
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;T7;110582,37
FATURAMENTO;PAPELARIA;31/07/2016;T7;5199,99
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;T7;109411,61
FATURAMENTO;PET SHOP;31/07/2016;T7;19899,28
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;T7;153741,1
FATURAMENTO;VESTUARIO;31/07/2016;T7;66263,83
FATURAMENTO;GERAL;31/07/2016;T7;7666210,44
FATURAMENTO;AÇOUGUE;31/07/2016;CAMPINAS;455202,35
FATURAMENTO;ALHO;31/07/2016;CAMPINAS;96609,78
FATURAMENTO;ALIMENTOS DOCE;31/07/2016;CAMPINAS;709111,91
FATURAMENTO;ALIMENTOS SALGADO;31/07/2016;CAMPINAS;554464,57
FATURAMENTO;AUTOS;31/07/2016;CAMPINAS;2257,22
FATURAMENTO;BASICO;31/07/2016;CAMPINAS;1308515,93
FATURAMENTO;BEBIDAS DEST E VINHO;31/07/2016;CAMPINAS;25391,8
FATURAMENTO;BEBIDAS REFRIGERADAS;31/07/2016;CAMPINAS;467447,96
FATURAMENTO;FRIOS;31/07/2016;CAMPINAS;327482,72
FATURAMENTO;FRIOS ACHOCOLATADOS;31/07/2016;CAMPINAS;28586,66
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;CAMPINAS;622010,72
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;CAMPINAS;203952,54
FATURAMENTO;HIGIENE;31/07/2016;CAMPINAS;560001,65
FATURAMENTO;HORT FRUT;31/07/2016;CAMPINAS;779610,38
FATURAMENTO;LEITE;31/07/2016;CAMPINAS;394453,76
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;CAMPINAS;519464,46
FATURAMENTO;OVOS;31/07/2016;CAMPINAS;74410,54
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;CAMPINAS;66916,31
FATURAMENTO;PADARIA PROPRIA;31/07/2016;CAMPINAS;179741,54
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;CAMPINAS;132959,79
FATURAMENTO;PAPELARIA;31/07/2016;CAMPINAS;2577,12
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;CAMPINAS;164765,41
FATURAMENTO;PET SHOP;31/07/2016;CAMPINAS;22014,55
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;CAMPINAS;191795,68
FATURAMENTO;VESTUARIO;31/07/2016;CAMPINAS;75152,39
FATURAMENTO;GERAL;31/07/2016;CAMPINAS;7964897,74
FATURAMENTO;AÇOUGUE;31/07/2016;PAPILLON;
FATURAMENTO;ALHO;31/07/2016;PAPILLON;
FATURAMENTO;ALIMENTOS DOCE;31/07/2016;PAPILLON;
FATURAMENTO;ALIMENTOS SALGADO;31/07/2016;PAPILLON;
FATURAMENTO;AUTOS;31/07/2016;PAPILLON;
FATURAMENTO;BASICO;31/07/2016;PAPILLON;
FATURAMENTO;BEBIDAS DEST E VINHO;31/07/2016;PAPILLON;
FATURAMENTO;BEBIDAS REFRIGERADAS;31/07/2016;PAPILLON;
FATURAMENTO;FRIOS;31/07/2016;PAPILLON;
FATURAMENTO;FRIOS ACHOCOLATADOS;31/07/2016;PAPILLON;
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;PAPILLON;
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;PAPILLON;
FATURAMENTO;HIGIENE;31/07/2016;PAPILLON;
FATURAMENTO;HORT FRUT;31/07/2016;PAPILLON;
FATURAMENTO;LEITE;31/07/2016;PAPILLON;
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;PAPILLON;
FATURAMENTO;OVOS;31/07/2016;PAPILLON;
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;PAPILLON;
FATURAMENTO;PADARIA PROPRIA;31/07/2016;PAPILLON;
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;PAPILLON;
FATURAMENTO;PAPELARIA;31/07/2016;PAPILLON;
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;PAPILLON;
FATURAMENTO;PET SHOP;31/07/2016;PAPILLON;
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;PAPILLON;
FATURAMENTO;VESTUARIO;31/07/2016;PAPILLON;
FATURAMENTO;GERAL;31/07/2016;PAPILLON;
FATURAMENTO;AÇOUGUE;31/07/2016;PORTAL;
FATURAMENTO;ALHO;31/07/2016;PORTAL;
FATURAMENTO;ALIMENTOS DOCE;31/07/2016;PORTAL;
FATURAMENTO;ALIMENTOS SALGADO;31/07/2016;PORTAL;
FATURAMENTO;AUTOS;31/07/2016;PORTAL;
FATURAMENTO;BASICO;31/07/2016;PORTAL;
FATURAMENTO;BEBIDAS DEST E VINHO;31/07/2016;PORTAL;
FATURAMENTO;BEBIDAS REFRIGERADAS;31/07/2016;PORTAL;
FATURAMENTO;FRIOS;31/07/2016;PORTAL;
FATURAMENTO;FRIOS ACHOCOLATADOS;31/07/2016;PORTAL;
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;PORTAL;
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;PORTAL;
FATURAMENTO;HIGIENE;31/07/2016;PORTAL;
FATURAMENTO;HORT FRUT;31/07/2016;PORTAL;
FATURAMENTO;LEITE;31/07/2016;PORTAL;
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;PORTAL;
FATURAMENTO;OVOS;31/07/2016;PORTAL;
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;PORTAL;
FATURAMENTO;PADARIA PROPRIA;31/07/2016;PORTAL;
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;PORTAL;
FATURAMENTO;PAPELARIA;31/07/2016;PORTAL;
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;PORTAL;
FATURAMENTO;PET SHOP;31/07/2016;PORTAL;
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;PORTAL;
FATURAMENTO;VESTUARIO;31/07/2016;PORTAL;
FATURAMENTO;GERAL;31/07/2016;PORTAL;
FATURAMENTO;AÇOUGUE;31/07/2016;GERAL;2077122,52
FATURAMENTO;ALHO;31/07/2016;GERAL;411179,13
FATURAMENTO;ALIMENTOS DOCE;31/07/2016;GERAL;3268551,81
FATURAMENTO;ALIMENTOS SALGADO;31/07/2016;GERAL;2454511,95
FATURAMENTO;AUTOS;31/07/2016;GERAL;13242,72
FATURAMENTO;BASICO;31/07/2016;GERAL;6342560,44
FATURAMENTO;BEBIDAS DEST E VINHO;31/07/2016;GERAL;106457,32
FATURAMENTO;BEBIDAS REFRIGERADAS;31/07/2016;GERAL;1825456,36
FATURAMENTO;FRIOS;31/07/2016;GERAL;1331891,58
FATURAMENTO;FRIOS ACHOCOLATADOS;31/07/2016;GERAL;102183,61
FATURAMENTO;FRIOS CONGELADOS;31/07/2016;GERAL;2440380,64
FATURAMENTO;FRIOS LATICINIOS;31/07/2016;GERAL;752044,88
FATURAMENTO;HIGIENE;31/07/2016;GERAL;2260605,01
FATURAMENTO;HORT FRUT;31/07/2016;GERAL;3727913,84
FATURAMENTO;LEITE;31/07/2016;GERAL;1686174,89
FATURAMENTO;LIMPEZA DOMESTICA;31/07/2016;GERAL;2219417,34
FATURAMENTO;OVOS;31/07/2016;GERAL;335104,81
FATURAMENTO;PADARIA INDUSTRIAL;31/07/2016;GERAL;271423,68
FATURAMENTO;PADARIA PROPRIA;31/07/2016;GERAL;743952,16
FATURAMENTO;PAPEL HIGIENICO;31/07/2016;GERAL;588349,09
FATURAMENTO;PAPELARIA;31/07/2016;GERAL;17234,6
FATURAMENTO;PEIXES RESFRIADOS;31/07/2016;GERAL;634164,33
FATURAMENTO;PET SHOP;31/07/2016;GERAL;72374,67
FATURAMENTO;UTILIDADES DOMESTICA;31/07/2016;GERAL;706422,83
FATURAMENTO;VESTUARIO;31/07/2016;GERAL;275107,7
FATURAMENTO;GERAL;31/07/2016;GERAL;34663827,91
PERDA;AÇOUGUE;31/07/2016;CENTRO;-593,27
PERDA;ALHO;31/07/2016;CENTRO;-244,02
PERDA;ALIMENTOS DOCE;31/07/2016;CENTRO;-361,96
PERDA;ALIMENTOS SALGADO;31/07/2016;CENTRO;-119,59
PERDA;AUTOS;31/07/2016;CENTRO;0
PERDA;BASICO;31/07/2016;CENTRO;-400
PERDA;BEBIDAS DEST E VINHO;31/07/2016;CENTRO;-16,58
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;CENTRO;0
PERDA;FRIOS;31/07/2016;CENTRO;-232,29
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;CENTRO;0
PERDA;FRIOS CONGELADOS;31/07/2016;CENTRO;-490,4
PERDA;FRIOS LATICINIOS;31/07/2016;CENTRO;0
PERDA;HIGIENE;31/07/2016;CENTRO;-504,74
PERDA;HORT FRUT;31/07/2016;CENTRO;-25859,11
PERDA;LEITE;31/07/2016;CENTRO;-5,64
PERDA;LIMPEZA DOMESTICA;31/07/2016;CENTRO;-159,12
PERDA;OVOS;31/07/2016;CENTRO;-341,07
PERDA;PADARIA INDUSTRIAL;31/07/2016;CENTRO;0
PERDA;PADARIA PROPRIA;31/07/2016;CENTRO;-5005,62
PERDA;PAPEL HIGIENICO;31/07/2016;CENTRO;0
PERDA;PAPELARIA;31/07/2016;CENTRO;-26,63
PERDA;PEIXES RESFRIADOS;31/07/2016;CENTRO;-17,97
PERDA;PET SHOP;31/07/2016;CENTRO;0
PERDA;UTILIDADES DOMESTICA;31/07/2016;CENTRO;-12,14
PERDA;VESTUARIO;31/07/2016;CENTRO;0
PERDA;GERAL;31/07/2016;CENTRO;-34390,15
PERDA;AÇOUGUE;31/07/2016;GARAVELO;-294,96
PERDA;ALHO;31/07/2016;GARAVELO;-161,37
PERDA;ALIMENTOS DOCE;31/07/2016;GARAVELO;-332,33
PERDA;ALIMENTOS SALGADO;31/07/2016;GARAVELO;-250,67
PERDA;AUTOS;31/07/2016;GARAVELO;0
PERDA;BASICO;31/07/2016;GARAVELO;-126,96
PERDA;BEBIDAS DEST E VINHO;31/07/2016;GARAVELO;-12,01
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;GARAVELO;-23,29
PERDA;FRIOS;31/07/2016;GARAVELO;-229,61
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;GARAVELO;-1,4
PERDA;FRIOS CONGELADOS;31/07/2016;GARAVELO;-1013,32
PERDA;FRIOS LATICINIOS;31/07/2016;GARAVELO;0
PERDA;HIGIENE;31/07/2016;GARAVELO;-665,86
PERDA;HORT FRUT;31/07/2016;GARAVELO;-24619,39
PERDA;LEITE;31/07/2016;GARAVELO;-5,64
PERDA;LIMPEZA DOMESTICA;31/07/2016;GARAVELO;-528,07
PERDA;OVOS;31/07/2016;GARAVELO;-570,77
PERDA;PADARIA INDUSTRIAL;31/07/2016;GARAVELO;-9,48
PERDA;PADARIA PROPRIA;31/07/2016;GARAVELO;-6879,01
PERDA;PAPEL HIGIENICO;31/07/2016;GARAVELO;0
PERDA;PAPELARIA;31/07/2016;GARAVELO;-37,29
PERDA;PEIXES RESFRIADOS;31/07/2016;GARAVELO;-217,95
PERDA;PET SHOP;31/07/2016;GARAVELO;0
PERDA;UTILIDADES DOMESTICA;31/07/2016;GARAVELO;-88,02
PERDA;VESTUARIO;31/07/2016;GARAVELO;-3,85
PERDA;GERAL;31/07/2016;GARAVELO;-36071,25
PERDA;AÇOUGUE;31/07/2016;T7;-42,93
PERDA;ALHO;31/07/2016;T7;-154,65
PERDA;ALIMENTOS DOCE;31/07/2016;T7;-326,73
PERDA;ALIMENTOS SALGADO;31/07/2016;T7;-29,07
PERDA;AUTOS;31/07/2016;T7;0
PERDA;BASICO;31/07/2016;T7;0
PERDA;BEBIDAS DEST E VINHO;31/07/2016;T7;-99,06
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;T7;-9,85
PERDA;FRIOS;31/07/2016;T7;-22,68
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;T7;-1,17
PERDA;FRIOS CONGELADOS;31/07/2016;T7;-554,42
PERDA;FRIOS LATICINIOS;31/07/2016;T7;0
PERDA;HIGIENE;31/07/2016;T7;-547,19
PERDA;HORT FRUT;31/07/2016;T7;-20349,44
PERDA;LEITE;31/07/2016;T7;-5,63
PERDA;LIMPEZA DOMESTICA;31/07/2016;T7;-184,04
PERDA;OVOS;31/07/2016;T7;-852,01
PERDA;PADARIA INDUSTRIAL;31/07/2016;T7;0
PERDA;PADARIA PROPRIA;31/07/2016;T7;-5337,72
PERDA;PAPEL HIGIENICO;31/07/2016;T7;0
PERDA;PAPELARIA;31/07/2016;T7;-9,22
PERDA;PEIXES RESFRIADOS;31/07/2016;T7;-2666,43
PERDA;PET SHOP;31/07/2016;T7;0
PERDA;UTILIDADES DOMESTICA;31/07/2016;T7;-52,83
PERDA;VESTUARIO;31/07/2016;T7;0
PERDA;GERAL;31/07/2016;T7;-31245,07
PERDA;AÇOUGUE;31/07/2016;CAMPINAS;-608,17
PERDA;ALHO;31/07/2016;CAMPINAS;0
PERDA;ALIMENTOS DOCE;31/07/2016;CAMPINAS;-296,36
PERDA;ALIMENTOS SALGADO;31/07/2016;CAMPINAS;-85,44
PERDA;AUTOS;31/07/2016;CAMPINAS;0
PERDA;BASICO;31/07/2016;CAMPINAS;-153,8
PERDA;BEBIDAS DEST E VINHO;31/07/2016;CAMPINAS;-75,08
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;CAMPINAS;-49,4
PERDA;FRIOS;31/07/2016;CAMPINAS;-192,63
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;CAMPINAS;-5,51
PERDA;FRIOS CONGELADOS;31/07/2016;CAMPINAS;-2212,28
PERDA;FRIOS LATICINIOS;31/07/2016;CAMPINAS;-4,38
PERDA;HIGIENE;31/07/2016;CAMPINAS;-200,03
PERDA;HORT FRUT;31/07/2016;CAMPINAS;-24008,48
PERDA;LEITE;31/07/2016;CAMPINAS;-2,86
PERDA;LIMPEZA DOMESTICA;31/07/2016;CAMPINAS;-131,1
PERDA;OVOS;31/07/2016;CAMPINAS;-828,88
PERDA;PADARIA INDUSTRIAL;31/07/2016;CAMPINAS;-13,58
PERDA;PADARIA PROPRIA;31/07/2016;CAMPINAS;-6081,91
PERDA;PAPEL HIGIENICO;31/07/2016;CAMPINAS;0
PERDA;PAPELARIA;31/07/2016;CAMPINAS;-6,16
PERDA;PEIXES RESFRIADOS;31/07/2016;CAMPINAS;-16054,52
PERDA;PET SHOP;31/07/2016;CAMPINAS;-3,81
PERDA;UTILIDADES DOMESTICA;31/07/2016;CAMPINAS;-147,95
PERDA;VESTUARIO;31/07/2016;CAMPINAS;-13,37
PERDA;GERAL;31/07/2016;CAMPINAS;-51175,7
PERDA;AÇOUGUE;31/07/2016;PAPILLON;
PERDA;ALHO;31/07/2016;PAPILLON;
PERDA;ALIMENTOS DOCE;31/07/2016;PAPILLON;
PERDA;ALIMENTOS SALGADO;31/07/2016;PAPILLON;
PERDA;AUTOS;31/07/2016;PAPILLON;
PERDA;BASICO;31/07/2016;PAPILLON;
PERDA;BEBIDAS DEST E VINHO;31/07/2016;PAPILLON;
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;PAPILLON;
PERDA;FRIOS;31/07/2016;PAPILLON;
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;PAPILLON;
PERDA;FRIOS CONGELADOS;31/07/2016;PAPILLON;
PERDA;FRIOS LATICINIOS;31/07/2016;PAPILLON;
PERDA;HIGIENE;31/07/2016;PAPILLON;
PERDA;HORT FRUT;31/07/2016;PAPILLON;
PERDA;LEITE;31/07/2016;PAPILLON;
PERDA;LIMPEZA DOMESTICA;31/07/2016;PAPILLON;
PERDA;OVOS;31/07/2016;PAPILLON;
PERDA;PADARIA INDUSTRIAL;31/07/2016;PAPILLON;
PERDA;PADARIA PROPRIA;31/07/2016;PAPILLON;
PERDA;PAPEL HIGIENICO;31/07/2016;PAPILLON;
PERDA;PAPELARIA;31/07/2016;PAPILLON;
PERDA;PEIXES RESFRIADOS;31/07/2016;PAPILLON;
PERDA;PET SHOP;31/07/2016;PAPILLON;
PERDA;UTILIDADES DOMESTICA;31/07/2016;PAPILLON;
PERDA;VESTUARIO;31/07/2016;PAPILLON;
PERDA;GERAL;31/07/2016;PAPILLON;
PERDA;AÇOUGUE;31/07/2016;PORTAL;
PERDA;ALHO;31/07/2016;PORTAL;
PERDA;ALIMENTOS DOCE;31/07/2016;PORTAL;
PERDA;ALIMENTOS SALGADO;31/07/2016;PORTAL;
PERDA;AUTOS;31/07/2016;PORTAL;
PERDA;BASICO;31/07/2016;PORTAL;
PERDA;BEBIDAS DEST E VINHO;31/07/2016;PORTAL;
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;PORTAL;
PERDA;FRIOS;31/07/2016;PORTAL;
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;PORTAL;
PERDA;FRIOS CONGELADOS;31/07/2016;PORTAL;
PERDA;FRIOS LATICINIOS;31/07/2016;PORTAL;
PERDA;HIGIENE;31/07/2016;PORTAL;
PERDA;HORT FRUT;31/07/2016;PORTAL;
PERDA;LEITE;31/07/2016;PORTAL;
PERDA;LIMPEZA DOMESTICA;31/07/2016;PORTAL;
PERDA;OVOS;31/07/2016;PORTAL;
PERDA;PADARIA INDUSTRIAL;31/07/2016;PORTAL;
PERDA;PADARIA PROPRIA;31/07/2016;PORTAL;
PERDA;PAPEL HIGIENICO;31/07/2016;PORTAL;
PERDA;PAPELARIA;31/07/2016;PORTAL;
PERDA;PEIXES RESFRIADOS;31/07/2016;PORTAL;
PERDA;PET SHOP;31/07/2016;PORTAL;
PERDA;UTILIDADES DOMESTICA;31/07/2016;PORTAL;
PERDA;VESTUARIO;31/07/2016;PORTAL;
PERDA;GERAL;31/07/2016;PORTAL;
PERDA;AÇOUGUE;31/07/2016;GERAL;-1539,33
PERDA;ALHO;31/07/2016;GERAL;-560,04
PERDA;ALIMENTOS DOCE;31/07/2016;GERAL;-1317,38
PERDA;ALIMENTOS SALGADO;31/07/2016;GERAL;-484,77
PERDA;AUTOS;31/07/2016;GERAL;0
PERDA;BASICO;31/07/2016;GERAL;-680,76
PERDA;BEBIDAS DEST E VINHO;31/07/2016;GERAL;-202,73
PERDA;BEBIDAS REFRIGERADAS;31/07/2016;GERAL;-82,54
PERDA;FRIOS;31/07/2016;GERAL;-677,21
PERDA;FRIOS ACHOCOLATADOS;31/07/2016;GERAL;-8,08
PERDA;FRIOS CONGELADOS;31/07/2016;GERAL;-4270,42
PERDA;FRIOS LATICINIOS;31/07/2016;GERAL;-4,38
PERDA;HIGIENE;31/07/2016;GERAL;-1917,82
PERDA;HORT FRUT;31/07/2016;GERAL;-94836,42
PERDA;LEITE;31/07/2016;GERAL;-19,77
PERDA;LIMPEZA DOMESTICA;31/07/2016;GERAL;-1002,33
PERDA;OVOS;31/07/2016;GERAL;-2592,73
PERDA;PADARIA INDUSTRIAL;31/07/2016;GERAL;-23,06
PERDA;PADARIA PROPRIA;31/07/2016;GERAL;-23304,26
PERDA;PAPEL HIGIENICO;31/07/2016;GERAL;0
PERDA;PAPELARIA;31/07/2016;GERAL;-79,3
PERDA;PEIXES RESFRIADOS;31/07/2016;GERAL;-18956,87
PERDA;PET SHOP;31/07/2016;GERAL;-3,81
PERDA;UTILIDADES DOMESTICA;31/07/2016;GERAL;-300,94
PERDA;VESTUARIO;31/07/2016;GERAL;-17,22
PERDA;GERAL;31/07/2016;GERAL;-152882,17
RENTABILIDADE;AÇOUGUE;31/07/2016;CENTRO;85369,97
RENTABILIDADE;ALHO;31/07/2016;CENTRO;18155,35
RENTABILIDADE;ALIMENTOS DOCE;31/07/2016;CENTRO;139149,88
RENTABILIDADE;ALIMENTOS SALGADO;31/07/2016;CENTRO;143995,54
RENTABILIDADE;AUTOS;31/07/2016;CENTRO;994,86
RENTABILIDADE;BASICO;31/07/2016;CENTRO;130171,11
RENTABILIDADE;BEBIDAS DEST E VINHO;31/07/2016;CENTRO;4799,13
RENTABILIDADE;BEBIDAS REFRIGERADAS;31/07/2016;CENTRO;62101,51
RENTABILIDADE;FRIOS;31/07/2016;CENTRO;86166,94
RENTABILIDADE;FRIOS ACHOCOLATADOS;31/07/2016;CENTRO;4769,79
RENTABILIDADE;FRIOS CONGELADOS;31/07/2016;CENTRO;104094,71
RENTABILIDADE;FRIOS LATICINIOS;31/07/2016;CENTRO;40197,7
RENTABILIDADE;HIGIENE;31/07/2016;CENTRO;138361,08
RENTABILIDADE;HORT FRUT;31/07/2016;CENTRO;225778,51
RENTABILIDADE;LEITE;31/07/2016;CENTRO;33620,08
RENTABILIDADE;LIMPEZA DOMESTICA;31/07/2016;CENTRO;93472,88
RENTABILIDADE;OVOS;31/07/2016;CENTRO;17289,57
RENTABILIDADE;PADARIA INDUSTRIAL;31/07/2016;CENTRO;15556,43
RENTABILIDADE;PADARIA PROPRIA;31/07/2016;CENTRO;73876,72
RENTABILIDADE;PAPEL HIGIENICO;31/07/2016;CENTRO;35717,04
RENTABILIDADE;PAPELARIA;31/07/2016;CENTRO;1046,84
RENTABILIDADE;PEIXES RESFRIADOS;31/07/2016;CENTRO;10152,15
RENTABILIDADE;PET SHOP;31/07/2016;CENTRO;4262,56
RENTABILIDADE;UTILIDADES DOMESTICA;31/07/2016;CENTRO;45145,51
RENTABILIDADE;VESTUARIO;31/07/2016;CENTRO;15620,47
RENTABILIDADE;GERAL;31/07/2016;CENTRO;1529866,33
RENTABILIDADE;AÇOUGUE;31/07/2016;GARAVELO;83915,34
RENTABILIDADE;ALHO;31/07/2016;GARAVELO;26031,5
RENTABILIDADE;ALIMENTOS DOCE;31/07/2016;GARAVELO;218758,42
RENTABILIDADE;ALIMENTOS SALGADO;31/07/2016;GARAVELO;213991,42
RENTABILIDADE;AUTOS;31/07/2016;GARAVELO;2316,62
RENTABILIDADE;BASICO;31/07/2016;GARAVELO;202174,17
RENTABILIDADE;BEBIDAS DEST E VINHO;31/07/2016;GARAVELO;2650,38
RENTABILIDADE;BEBIDAS REFRIGERADAS;31/07/2016;GARAVELO;67882,98
RENTABILIDADE;FRIOS;31/07/2016;GARAVELO;103010,42
RENTABILIDADE;FRIOS ACHOCOLATADOS;31/07/2016;GARAVELO;6713,38
RENTABILIDADE;FRIOS CONGELADOS;31/07/2016;GARAVELO;130492,77
RENTABILIDADE;FRIOS LATICINIOS;31/07/2016;GARAVELO;51898,38
RENTABILIDADE;HIGIENE;31/07/2016;GARAVELO;206075,68
RENTABILIDADE;HORT FRUT;31/07/2016;GARAVELO;275841,18
RENTABILIDADE;LEITE;31/07/2016;GARAVELO;23460,19
RENTABILIDADE;LIMPEZA DOMESTICA;31/07/2016;GARAVELO;109821,97
RENTABILIDADE;OVOS;31/07/2016;GARAVELO;18596,46
RENTABILIDADE;PADARIA INDUSTRIAL;31/07/2016;GARAVELO;14843,2
RENTABILIDADE;PADARIA PROPRIA;31/07/2016;GARAVELO;76665,27
RENTABILIDADE;PAPEL HIGIENICO;31/07/2016;GARAVELO;61587,02
RENTABILIDADE;PAPELARIA;31/07/2016;GARAVELO;697,08
RENTABILIDADE;PEIXES RESFRIADOS;31/07/2016;GARAVELO;29256,85
RENTABILIDADE;PET SHOP;31/07/2016;GARAVELO;3036,24
