Tip;secao;Data;Loja;Valores
RUPTURA COMPRA;AÇOUGUE;31/01/2016;T7;81524,47
RUPTURA COMPRA;ALHO;31/01/2016;T7;96,83
RUPTURA COMPRA;ALIMENTOS DOCE;31/01/2016;T7;22223,11
RUPTURA COMPRA;ALIMENTOS SALGADO;31/01/2016;T7;18495,94
RUPTURA COMPRA;BASICO;31/01/2016;T7;26559,67
RUPTURA COMPRA;HORT FRUT;31/01/2016;T7;77857,94
RUPTURA COMPRA;LEITE;31/01/2016;T7;996,46
RUPTURA COMPRA;LIMPEZA DOMESTICA;31/01/2016;T7;45167,48
RUPTURA COMPRA;OVOS;31/01/2016;T7;86,7
RUPTURA COMPRA;PADARIA INDUSTRIAL;31/01/2016;T7;1418,05
RUPTURA COMPRA;PADARIA PROPRIA;31/01/2016;T7;2380,39
RUPTURA COMPRA;PAPELARIA;31/01/2016;T7;1533,03
RUPTURA COMPRA;PET SHOP;31/01/2016;T7;946,45
RUPTURA COMPRA;UTILIDADES DOMESTICA;31/01/2016;T7;4729,46
RUPTURA COMPRA;VESTUARIO;31/01/2016;T7;2146,73
RUPTURA COMPRA;GERAL;31/01/2016;T7;360742,01
RUPTURA COMPRA;FRIOS;31/01/2016;T7;8334,8
RUPTURA COMPRA;FRIOS CONGELADOS;31/01/2016;T7;20140,35
RUPTURA COMPRA;FRIOS ACHOCOLATADOS;31/01/2016;T7;294,62
RUPTURA COMPRA;FRIOS LATICINIOS;31/01/2016;T7;6316,93
RUPTURA COMPRA;AUTOS;31/01/2016;CAMPINAS;
RUPTURA COMPRA;AÇOUGUE;31/01/2016;CAMPINAS;
RUPTURA COMPRA;ALHO;31/01/2016;CAMPINAS;
RUPTURA COMPRA;ALIMENTOS DOCE;31/01/2016;CAMPINAS;
RUPTURA COMPRA;ALIMENTOS SALGADO;31/01/2016;CAMPINAS;
RUPTURA COMPRA;BASICO;31/01/2016;CAMPINAS;
RUPTURA COMPRA;HORT FRUT;31/01/2016;CAMPINAS;
RUPTURA COMPRA;LEITE;31/01/2016;CAMPINAS;
RUPTURA COMPRA;LIMPEZA DOMESTICA;31/01/2016;CAMPINAS;
RUPTURA COMPRA;OVOS;31/01/2016;CAMPINAS;
RUPTURA COMPRA;PADARIA INDUSTRIAL;31/01/2016;CAMPINAS;
RUPTURA COMPRA;PADARIA PROPRIA;31/01/2016;CAMPINAS;
RUPTURA COMPRA;PAPELARIA;31/01/2016;CAMPINAS;
RUPTURA COMPRA;PET SHOP;31/01/2016;CAMPINAS;
RUPTURA COMPRA;UTILIDADES DOMESTICA;31/01/2016;CAMPINAS;
RUPTURA COMPRA;VESTUARIO;31/01/2016;CAMPINAS;
RUPTURA COMPRA;GERAL;31/01/2016;CAMPINAS;
RUPTURA COMPRA;FRIOS;31/01/2016;CAMPINAS;
RUPTURA COMPRA;FRIOS CONGELADOS;31/01/2016;CAMPINAS;
RUPTURA COMPRA;FRIOS ACHOCOLATADOS;31/01/2016;CAMPINAS;
RUPTURA COMPRA;FRIOS LATICINIOS;31/01/2016;CAMPINAS;
RUPTURA COMPRA;AUTOS;31/01/2016;PAPILLON;
RUPTURA COMPRA;AÇOUGUE;31/01/2016;PAPILLON;
RUPTURA COMPRA;ALHO;31/01/2016;PAPILLON;
RUPTURA COMPRA;ALIMENTOS DOCE;31/01/2016;PAPILLON;
RUPTURA COMPRA;ALIMENTOS SALGADO;31/01/2016;PAPILLON;
RUPTURA COMPRA;BASICO;31/01/2016;PAPILLON;
RUPTURA COMPRA;HORT FRUT;31/01/2016;PAPILLON;
RUPTURA COMPRA;LEITE;31/01/2016;PAPILLON;
RUPTURA COMPRA;LIMPEZA DOMESTICA;31/01/2016;PAPILLON;
RUPTURA COMPRA;OVOS;31/01/2016;PAPILLON;
RUPTURA COMPRA;PADARIA INDUSTRIAL;31/01/2016;PAPILLON;
RUPTURA COMPRA;PADARIA PROPRIA;31/01/2016;PAPILLON;
RUPTURA COMPRA;PAPELARIA;31/01/2016;PAPILLON;
RUPTURA COMPRA;PET SHOP;31/01/2016;PAPILLON;
RUPTURA COMPRA;UTILIDADES DOMESTICA;31/01/2016;PAPILLON;
RUPTURA COMPRA;VESTUARIO;31/01/2016;PAPILLON;
RUPTURA COMPRA;GERAL;31/01/2016;PAPILLON;
RUPTURA COMPRA;FRIOS;31/01/2016;PAPILLON;
RUPTURA COMPRA;FRIOS CONGELADOS;31/01/2016;PAPILLON;
RUPTURA COMPRA;FRIOS ACHOCOLATADOS;31/01/2016;PAPILLON;
RUPTURA COMPRA;FRIOS LATICINIOS;31/01/2016;PAPILLON;
RUPTURA COMPRA;AUTOS;31/01/2016;PORTAL;
RUPTURA COMPRA;AÇOUGUE;31/01/2016;PORTAL;
RUPTURA COMPRA;ALHO;31/01/2016;PORTAL;
RUPTURA COMPRA;ALIMENTOS DOCE;31/01/2016;PORTAL;
RUPTURA COMPRA;ALIMENTOS SALGADO;31/01/2016;PORTAL;
RUPTURA COMPRA;BASICO;31/01/2016;PORTAL;
RUPTURA COMPRA;HORT FRUT;31/01/2016;PORTAL;
RUPTURA COMPRA;LEITE;31/01/2016;PORTAL;
RUPTURA COMPRA;LIMPEZA DOMESTICA;31/01/2016;PORTAL;
RUPTURA COMPRA;OVOS;31/01/2016;PORTAL;
RUPTURA COMPRA;PADARIA INDUSTRIAL;31/01/2016;PORTAL;
RUPTURA COMPRA;PADARIA PROPRIA;31/01/2016;PORTAL;
RUPTURA COMPRA;PAPELARIA;31/01/2016;PORTAL;
RUPTURA COMPRA;PET SHOP;31/01/2016;PORTAL;
RUPTURA COMPRA;UTILIDADES DOMESTICA;31/01/2016;PORTAL;
RUPTURA COMPRA;VESTUARIO;31/01/2016;PORTAL;
RUPTURA COMPRA;GERAL;31/01/2016;PORTAL;
RUPTURA COMPRA;FRIOS;31/01/2016;PORTAL;
RUPTURA COMPRA;FRIOS CONGELADOS;31/01/2016;PORTAL;
RUPTURA COMPRA;FRIOS ACHOCOLATADOS;31/01/2016;PORTAL;
RUPTURA COMPRA;FRIOS LATICINIOS;31/01/2016;PORTAL;
RUPTURA COMPRA;AUTOS;31/01/2016;GERAL;1542,71
RUPTURA COMPRA;AÇOUGUE;31/01/2016;GERAL;283756,85
RUPTURA COMPRA;ALHO;31/01/2016;GERAL;99,86
RUPTURA COMPRA;ALIMENTOS DOCE;31/01/2016;GERAL;50257,83
RUPTURA COMPRA;ALIMENTOS SALGADO;31/01/2016;GERAL;54382,28
RUPTURA COMPRA;BASICO;31/01/2016;GERAL;258380,69
RUPTURA COMPRA;HORT FRUT;31/01/2016;GERAL;144503,67
RUPTURA COMPRA;LEITE;31/01/2016;GERAL;1074,95
RUPTURA COMPRA;LIMPEZA DOMESTICA;31/01/2016;GERAL;123792,19
RUPTURA COMPRA;OVOS;31/01/2016;GERAL;142,93
RUPTURA COMPRA;PADARIA INDUSTRIAL;31/01/2016;GERAL;4703,56
RUPTURA COMPRA;PADARIA PROPRIA;31/01/2016;GERAL;3084,3
RUPTURA COMPRA;PAPELARIA;31/01/2016;GERAL;3584,99
RUPTURA COMPRA;PET SHOP;31/01/2016;GERAL;2942,34
RUPTURA COMPRA;UTILIDADES DOMESTICA;31/01/2016;GERAL;30805,88
RUPTURA COMPRA;VESTUARIO;31/01/2016;GERAL;5186,26
RUPTURA COMPRA;GERAL;31/01/2016;GERAL;1204636,98
RUPTURA COMPRA;FRIOS;31/01/2016;GERAL;29161,59
RUPTURA COMPRA;FRIOS CONGELADOS;31/01/2016;GERAL;60279,07
RUPTURA COMPRA;FRIOS ACHOCOLATADOS;31/01/2016;GERAL;5967,25
RUPTURA COMPRA;FRIOS LATICINIOS;31/01/2016;GERAL;27178,95
RUPTURA VENDA;AUTOS;31/01/2016;CENTRO;476,38
RUPTURA VENDA;AÇOUGUE;31/01/2016;CENTRO;104042,79
RUPTURA VENDA;ALHO;31/01/2016;CENTRO;0
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;CENTRO;14516,1
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;CENTRO;18734,7
RUPTURA VENDA;BASICO;31/01/2016;CENTRO;86346,59
RUPTURA VENDA;HORT FRUT;31/01/2016;CENTRO;44436,11
RUPTURA VENDA;LEITE;31/01/2016;CENTRO;78,49
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;CENTRO;43958,47
RUPTURA VENDA;OVOS;31/01/2016;CENTRO;29,12
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;CENTRO;1409,16
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;CENTRO;1,94
RUPTURA VENDA;PAPELARIA;31/01/2016;CENTRO;1244,71
RUPTURA VENDA;PET SHOP;31/01/2016;CENTRO;1431,78
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;CENTRO;11322,15
RUPTURA VENDA;VESTUARIO;31/01/2016;CENTRO;1867,39
RUPTURA VENDA;GERAL;31/01/2016;CENTRO;420129,24
RUPTURA VENDA;FRIOS;31/01/2016;CENTRO;7274,33
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;CENTRO;30817,87
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;CENTRO;5271,11
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;CENTRO;13784,37
RUPTURA VENDA;AUTOS;31/01/2016;GARAVELO;3228,36
RUPTURA VENDA;AÇOUGUE;31/01/2016;GARAVELO;104551,27
RUPTURA VENDA;ALHO;31/01/2016;GARAVELO;5940,99
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;GARAVELO;148105,03
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;GARAVELO;136020,19
RUPTURA VENDA;BASICO;31/01/2016;GARAVELO;134487,65
RUPTURA VENDA;HORT FRUT;31/01/2016;GARAVELO;93890,87
RUPTURA VENDA;LEITE;31/01/2016;GARAVELO;26788,09
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;GARAVELO;200254,79
RUPTURA VENDA;OVOS;31/01/2016;GARAVELO;2807,23
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;GARAVELO;6397
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;GARAVELO;34033,38
RUPTURA VENDA;PAPELARIA;31/01/2016;GARAVELO;3501,99
RUPTURA VENDA;PET SHOP;31/01/2016;GARAVELO;1444,94
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;GARAVELO;45484,72
RUPTURA VENDA;VESTUARIO;31/01/2016;GARAVELO;14284,19
RUPTURA VENDA;GERAL;31/01/2016;GARAVELO;1591226,17
RUPTURA VENDA;FRIOS;31/01/2016;GARAVELO;88305,9
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;GARAVELO;128854,2
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;GARAVELO;5395,63
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;GARAVELO;76654,68
RUPTURA VENDA;AUTOS;31/01/2016;T7;1193,42
RUPTURA VENDA;AÇOUGUE;31/01/2016;T7;137936,67
RUPTURA VENDA;ALHO;31/01/2016;T7;3447,23
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;T7;107013,64
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;T7;110977,14
RUPTURA VENDA;BASICO;31/01/2016;T7;76454,02
RUPTURA VENDA;HORT FRUT;31/01/2016;T7;101605,1
RUPTURA VENDA;LEITE;31/01/2016;T7;28629,35
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;T7;144445,99
RUPTURA VENDA;OVOS;31/01/2016;T7;2196,35
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;T7;10201,55
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;T7;13091,95
RUPTURA VENDA;PAPELARIA;31/01/2016;T7;3743,4
RUPTURA VENDA;PET SHOP;31/01/2016;T7;3127,83
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;T7;46565,57
RUPTURA VENDA;VESTUARIO;31/01/2016;T7;7838,41
RUPTURA VENDA;GERAL;31/01/2016;T7;1240661,12
RUPTURA VENDA;FRIOS;31/01/2016;T7;48584,65
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;T7;94309,94
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;T7;1704,86
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;T7;70288,58
RUPTURA VENDA;AUTOS;31/01/2016;CAMPINAS;
RUPTURA VENDA;AÇOUGUE;31/01/2016;CAMPINAS;
RUPTURA VENDA;ALHO;31/01/2016;CAMPINAS;
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;CAMPINAS;
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;CAMPINAS;
RUPTURA VENDA;BASICO;31/01/2016;CAMPINAS;
RUPTURA VENDA;HORT FRUT;31/01/2016;CAMPINAS;
RUPTURA VENDA;LEITE;31/01/2016;CAMPINAS;
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;CAMPINAS;
RUPTURA VENDA;OVOS;31/01/2016;CAMPINAS;
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;CAMPINAS;
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;CAMPINAS;
RUPTURA VENDA;PAPELARIA;31/01/2016;CAMPINAS;
RUPTURA VENDA;PET SHOP;31/01/2016;CAMPINAS;
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;CAMPINAS;
RUPTURA VENDA;VESTUARIO;31/01/2016;CAMPINAS;
RUPTURA VENDA;GERAL;31/01/2016;CAMPINAS;
RUPTURA VENDA;FRIOS;31/01/2016;CAMPINAS;
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;CAMPINAS;
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;CAMPINAS;
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;CAMPINAS;
RUPTURA VENDA;AUTOS;31/01/2016;PAPILLON;
RUPTURA VENDA;AÇOUGUE;31/01/2016;PAPILLON;
RUPTURA VENDA;ALHO;31/01/2016;PAPILLON;
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;PAPILLON;
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;PAPILLON;
RUPTURA VENDA;BASICO;31/01/2016;PAPILLON;
RUPTURA VENDA;HORT FRUT;31/01/2016;PAPILLON;
RUPTURA VENDA;LEITE;31/01/2016;PAPILLON;
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;PAPILLON;
RUPTURA VENDA;OVOS;31/01/2016;PAPILLON;
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;PAPILLON;
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;PAPILLON;
RUPTURA VENDA;PAPELARIA;31/01/2016;PAPILLON;
RUPTURA VENDA;PET SHOP;31/01/2016;PAPILLON;
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;PAPILLON;
RUPTURA VENDA;VESTUARIO;31/01/2016;PAPILLON;
RUPTURA VENDA;GERAL;31/01/2016;PAPILLON;
RUPTURA VENDA;FRIOS;31/01/2016;PAPILLON;
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;PAPILLON;
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;PAPILLON;
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;PAPILLON;
RUPTURA VENDA;AUTOS;31/01/2016;PORTAL;
RUPTURA VENDA;AÇOUGUE;31/01/2016;PORTAL;
RUPTURA VENDA;ALHO;31/01/2016;PORTAL;
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;PORTAL;
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;PORTAL;
RUPTURA VENDA;BASICO;31/01/2016;PORTAL;
RUPTURA VENDA;HORT FRUT;31/01/2016;PORTAL;
RUPTURA VENDA;LEITE;31/01/2016;PORTAL;
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;PORTAL;
RUPTURA VENDA;OVOS;31/01/2016;PORTAL;
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;PORTAL;
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;PORTAL;
RUPTURA VENDA;PAPELARIA;31/01/2016;PORTAL;
RUPTURA VENDA;PET SHOP;31/01/2016;PORTAL;
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;PORTAL;
RUPTURA VENDA;VESTUARIO;31/01/2016;PORTAL;
RUPTURA VENDA;GERAL;31/01/2016;PORTAL;
RUPTURA VENDA;FRIOS;31/01/2016;PORTAL;
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;PORTAL;
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;PORTAL;
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;PORTAL;
RUPTURA VENDA;AUTOS;31/01/2016;GERAL;6308,56
RUPTURA VENDA;AÇOUGUE;31/01/2016;GERAL;323312,38
RUPTURA VENDA;ALHO;31/01/2016;GERAL;12427,9
RUPTURA VENDA;ALIMENTOS DOCE;31/01/2016;GERAL;362514,03
RUPTURA VENDA;ALIMENTOS SALGADO;31/01/2016;GERAL;356647,47
RUPTURA VENDA;BASICO;31/01/2016;GERAL;307660,45
RUPTURA VENDA;HORT FRUT;31/01/2016;GERAL;271120,9
RUPTURA VENDA;LEITE;31/01/2016;GERAL;78892,48
RUPTURA VENDA;LIMPEZA DOMESTICA;31/01/2016;GERAL;489605,9
RUPTURA VENDA;OVOS;31/01/2016;GERAL;9113,48
RUPTURA VENDA;PADARIA INDUSTRIAL;31/01/2016;GERAL;25293,41
RUPTURA VENDA;PADARIA PROPRIA;31/01/2016;GERAL;60100,65
RUPTURA VENDA;PAPELARIA;31/01/2016;GERAL;10376,32
RUPTURA VENDA;PET SHOP;31/01/2016;GERAL;7195,32
RUPTURA VENDA;UTILIDADES DOMESTICA;31/01/2016;GERAL;142683,259
RUPTURA VENDA;VESTUARIO;31/01/2016;GERAL;34014,92
RUPTURA VENDA;GERAL;31/01/2016;GERAL;4090778,17
RUPTURA VENDA;FRIOS;31/01/2016;GERAL;196234,07
RUPTURA VENDA;FRIOS CONGELADOS;31/01/2016;GERAL;318611,21
RUPTURA VENDA;FRIOS ACHOCOLATADOS;31/01/2016;GERAL;9303,44
RUPTURA VENDA;FRIOS LATICINIOS;31/01/2016;GERAL;204728,4
FATURAMENTO;AÇOUGUE;29/02/2016;CENTRO;430716,96
FATURAMENTO;ALHO;29/02/2016;CENTRO;53878,98
FATURAMENTO;ALIMENTOS DOCE;29/02/2016;CENTRO;726797,66
FATURAMENTO;ALIMENTOS SALGADO;29/02/2016;CENTRO;579594,45
FATURAMENTO;AUTOS;29/02/2016;CENTRO;5595,28
FATURAMENTO;BASICO;29/02/2016;CENTRO;1143274,56
FATURAMENTO;BEBIDAS DEST E VINHO;29/02/2016;CENTRO;33480,09
FATURAMENTO;BEBIDAS REFRIGERADAS;29/02/2016;CENTRO;476938,49
FATURAMENTO;FRIOS;29/02/2016;CENTRO;329735,72
FATURAMENTO;FRIOS ACHOCOLATADOS;29/02/2016;CENTRO;12518,14
FATURAMENTO;FRIOS CONGELADOS;29/02/2016;CENTRO;623356,11
FATURAMENTO;FRIOS LATICINIOS;29/02/2016;CENTRO;182808,66
FATURAMENTO;HIGIENE;29/02/2016;CENTRO;494286,33
FATURAMENTO;HORT FRUT;29/02/2016;CENTRO;1000856,27
FATURAMENTO;LEITE;29/02/2016;CENTRO;247733,82
FATURAMENTO;LIMPEZA DOMESTICA;29/02/2016;CENTRO;588043,11
FATURAMENTO;OVOS;29/02/2016;CENTRO;67513,87
FATURAMENTO;PADARIA INDUSTRIAL;29/02/2016;CENTRO;69669,37
FATURAMENTO;PADARIA PROPRIA;29/02/2016;CENTRO;174026,13
FATURAMENTO;PAPEL HIGIENICO;29/02/2016;CENTRO;146628,73
FATURAMENTO;PAPELARIA;29/02/2016;CENTRO;11428,01
FATURAMENTO;PEIXES RESFRIADOS;29/02/2016;CENTRO;175833,93
FATURAMENTO;PET SHOP;29/02/2016;CENTRO;14315,57
FATURAMENTO;UTILIDADES DOMESTICA;29/02/2016;CENTRO;134710,49
FATURAMENTO;VESTUARIO;29/02/2016;CENTRO;27284,56
FATURAMENTO;GERAL;29/02/2016;CENTRO;7751025,29
FATURAMENTO;AÇOUGUE;29/02/2016;GARAVELO;500244,97
FATURAMENTO;ALHO;29/02/2016;GARAVELO;104395,8
FATURAMENTO;ALIMENTOS DOCE;29/02/2016;GARAVELO;1059814,81
FATURAMENTO;ALIMENTOS SALGADO;29/02/2016;GARAVELO;756952,88
FATURAMENTO;AUTOS;29/02/2016;GARAVELO;5516,28
FATURAMENTO;BASICO;29/02/2016;GARAVELO;1818366,7
FATURAMENTO;BEBIDAS DEST E VINHO;29/02/2016;GARAVELO;24823,55
FATURAMENTO;BEBIDAS REFRIGERADAS;29/02/2016;GARAVELO;492719,51
FATURAMENTO;FRIOS;29/02/2016;GARAVELO;363474,78
FATURAMENTO;FRIOS ACHOCOLATADOS;29/02/2016;GARAVELO;24659,17
FATURAMENTO;FRIOS CONGELADOS;29/02/2016;GARAVELO;766030,11
FATURAMENTO;FRIOS LATICINIOS;29/02/2016;GARAVELO;202900,56
FATURAMENTO;HIGIENE;29/02/2016;GARAVELO;701136,38
FATURAMENTO;HORT FRUT;29/02/2016;GARAVELO;1040094,51
FATURAMENTO;LEITE;29/02/2016;GARAVELO;344677,76
FATURAMENTO;LIMPEZA DOMESTICA;29/02/2016;GARAVELO;746172,11
FATURAMENTO;OVOS;29/02/2016;GARAVELO;76351,7
FATURAMENTO;PADARIA INDUSTRIAL;29/02/2016;GARAVELO;64743,14
FATURAMENTO;PADARIA PROPRIA;29/02/2016;GARAVELO;179962,55
FATURAMENTO;PAPEL HIGIENICO;29/02/2016;GARAVELO;221779,31
FATURAMENTO;PAPELARIA;29/02/2016;GARAVELO;8669,02
FATURAMENTO;PEIXES RESFRIADOS;29/02/2016;GARAVELO;237666,88
FATURAMENTO;PET SHOP;29/02/2016;GARAVELO;9145,17
FATURAMENTO;UTILIDADES DOMESTICA;29/02/2016;GARAVELO;124449,65
FATURAMENTO;VESTUARIO;29/02/2016;GARAVELO;31413,1
FATURAMENTO;GERAL;29/02/2016;GARAVELO;9906160,4
FATURAMENTO;AÇOUGUE;29/02/2016;T7;525701,03
FATURAMENTO;ALHO;29/02/2016;T7;71075,57
FATURAMENTO;ALIMENTOS DOCE;29/02/2016;T7;656580,87
FATURAMENTO;ALIMENTOS SALGADO;29/02/2016;T7;523495,11
FATURAMENTO;AUTOS;29/02/2016;T7;3749,31
FATURAMENTO;BASICO;29/02/2016;T7;911612,81
FATURAMENTO;BEBIDAS DEST E VINHO;29/02/2016;T7;33670,4
FATURAMENTO;BEBIDAS REFRIGERADAS;29/02/2016;T7;464048,47
FATURAMENTO;FRIOS;29/02/2016;T7;256055,81
FATURAMENTO;FRIOS ACHOCOLATADOS;29/02/2016;T7;14121,47
FATURAMENTO;FRIOS CONGELADOS;29/02/2016;T7;658030,29
FATURAMENTO;FRIOS LATICINIOS;29/02/2016;T7;159559,63
FATURAMENTO;HIGIENE;29/02/2016;T7;411998,05
FATURAMENTO;HORT FRUT;29/02/2016;T7;1215882,75
FATURAMENTO;LEITE;29/02/2016;T7;235315,96
FATURAMENTO;LIMPEZA DOMESTICA;29/02/2016;T7;501115,37
FATURAMENTO;OVOS;29/02/2016;T7;57933,93
FATURAMENTO;PADARIA INDUSTRIAL;29/02/2016;T7;94681,8
FATURAMENTO;PADARIA PROPRIA;29/02/2016;T7;183501,6
FATURAMENTO;PAPEL HIGIENICO;29/02/2016;T7;119854,76
FATURAMENTO;PAPELARIA;29/02/2016;T7;10159,18
FATURAMENTO;PEIXES RESFRIADOS;29/02/2016;T7;152649,79
FATURAMENTO;PET SHOP;29/02/2016;T7;14682,14
FATURAMENTO;UTILIDADES DOMESTICA;29/02/2016;T7;129934,45
FATURAMENTO;VESTUARIO;29/02/2016;T7;20842,77
FATURAMENTO;GERAL;29/02/2016;T7;7426253,32
FATURAMENTO;AÇOUGUE;29/02/2016;CAMPINAS;
FATURAMENTO;ALHO;29/02/2016;CAMPINAS;
FATURAMENTO;ALIMENTOS DOCE;29/02/2016;CAMPINAS;
FATURAMENTO;ALIMENTOS SALGADO;29/02/2016;CAMPINAS;
FATURAMENTO;AUTOS;29/02/2016;CAMPINAS;
FATURAMENTO;BASICO;29/02/2016;CAMPINAS;
FATURAMENTO;BEBIDAS DEST E VINHO;29/02/2016;CAMPINAS;
FATURAMENTO;BEBIDAS REFRIGERADAS;29/02/2016;CAMPINAS;
FATURAMENTO;FRIOS;29/02/2016;CAMPINAS;
FATURAMENTO;FRIOS ACHOCOLATADOS;29/02/2016;CAMPINAS;
FATURAMENTO;FRIOS CONGELADOS;29/02/2016;CAMPINAS;
FATURAMENTO;FRIOS LATICINIOS;29/02/2016;CAMPINAS;
FATURAMENTO;HIGIENE;29/02/2016;CAMPINAS;
FATURAMENTO;HORT FRUT;29/02/2016;CAMPINAS;
FATURAMENTO;LEITE;29/02/2016;CAMPINAS;
FATURAMENTO;LIMPEZA DOMESTICA;29/02/2016;CAMPINAS;
FATURAMENTO;OVOS;29/02/2016;CAMPINAS;
FATURAMENTO;PADARIA INDUSTRIAL;29/02/2016;CAMPINAS;
FATURAMENTO;PADARIA PROPRIA;29/02/2016;CAMPINAS;
FATURAMENTO;PAPEL HIGIENICO;29/02/2016;CAMPINAS;
FATURAMENTO;PAPELARIA;29/02/2016;CAMPINAS;
FATURAMENTO;PEIXES RESFRIADOS;29/02/2016;CAMPINAS;
FATURAMENTO;PET SHOP;29/02/2016;CAMPINAS;
FATURAMENTO;UTILIDADES DOMESTICA;29/02/2016;CAMPINAS;
FATURAMENTO;VESTUARIO;29/02/2016;CAMPINAS;
FATURAMENTO;GERAL;29/02/2016;CAMPINAS;
FATURAMENTO;AÇOUGUE;29/02/2016;PAPILLON;
FATURAMENTO;ALHO;29/02/2016;PAPILLON;
FATURAMENTO;ALIMENTOS DOCE;29/02/2016;PAPILLON;
FATURAMENTO;ALIMENTOS SALGADO;29/02/2016;PAPILLON;
FATURAMENTO;AUTOS;29/02/2016;PAPILLON;
FATURAMENTO;BASICO;29/02/2016;PAPILLON;
FATURAMENTO;BEBIDAS DEST E VINHO;29/02/2016;PAPILLON;
FATURAMENTO;BEBIDAS REFRIGERADAS;29/02/2016;PAPILLON;
FATURAMENTO;FRIOS;29/02/2016;PAPILLON;
FATURAMENTO;FRIOS ACHOCOLATADOS;29/02/2016;PAPILLON;
FATURAMENTO;FRIOS CONGELADOS;29/02/2016;PAPILLON;
FATURAMENTO;FRIOS LATICINIOS;29/02/2016;PAPILLON;
FATURAMENTO;HIGIENE;29/02/2016;PAPILLON;
FATURAMENTO;HORT FRUT;29/02/2016;PAPILLON;
FATURAMENTO;LEITE;29/02/2016;PAPILLON;
FATURAMENTO;LIMPEZA DOMESTICA;29/02/2016;PAPILLON;
FATURAMENTO;OVOS;29/02/2016;PAPILLON;
FATURAMENTO;PADARIA INDUSTRIAL;29/02/2016;PAPILLON;
FATURAMENTO;PADARIA PROPRIA;29/02/2016;PAPILLON;
FATURAMENTO;PAPEL HIGIENICO;29/02/2016;PAPILLON;
FATURAMENTO;PAPELARIA;29/02/2016;PAPILLON;
FATURAMENTO;PEIXES RESFRIADOS;29/02/2016;PAPILLON;
FATURAMENTO;PET SHOP;29/02/2016;PAPILLON;
FATURAMENTO;UTILIDADES DOMESTICA;29/02/2016;PAPILLON;
FATURAMENTO;VESTUARIO;29/02/2016;PAPILLON;
